task_id,title,description,priority,status,assignee,project,created_date,due_date,completed_date,tags,estimated_hours,actual_hours,dependencies,progress_percent,comments_count,last_updated,text,clean_text,deadline,days_left,workload_hours,priority_encoded
TASK-0179,Add feature flags,Documentation and handover,High,Done,Harish,AuthService,11-09-2025,18-09-2025,17-09-2025,"devops,ux,bug",24,37.0,,100,7,29-09-2025,Add feature flags Documentation and handover,add feature flag documentation handover,2025-11-03 23:47:31.673910,5,5,1
TASK-0180,Create task scheduler,Performance improvements and profiling,Medium,Done,Bhanu,Platform,22-09-2025,25-10-2025,12-10-2025,"devops,research",8,12.0,,100,7,15-10-2025,Create task scheduler Performance improvements and profiling,create task scheduler performance improvement profiling,2025-11-08 23:47:31.673910,10,8,3
TASK-0181,Write unit tests for scheduler,Model training and evaluation,Low,Todo,Deepak,Ops,30-08-2025,11-09-2025,,frontend,4,,,0,1,29-09-2025,Write unit tests for scheduler Model training and evaluation,write unit test scheduler model training evaluation,2025-11-08 23:47:31.673910,10,1,2
TASK-0182,Annotate training data,Customer-facing improvements,Medium,Done,Jaya,Notifications,13-08-2025,27-08-2025,29-08-2025,"performance,devops",40,29.0,,100,1,26-09-2025,Annotate training data Customer-facing improvements,annotate training data customer facing improvement,2025-11-02 23:47:31.673910,4,7,3
TASK-0183,Evaluate model accuracy,Frontend design and interaction,Medium,Todo,Irfan,ML-Pipeline,04-09-2025,07-09-2025,,devops,24,,,0,8,15-09-2025,Evaluate model accuracy Frontend design and interaction,evaluate model accuracy frontend design interaction,2025-10-31 23:47:31.673910,2,6,3
TASK-0184,Prototype new UI,Model training and evaluation,Low,In Progress,Jaya,Analytics,29-08-2025,12-09-2025,,"performance,devops",24,,,52,8,26-09-2025,Prototype new UI Model training and evaluation,prototype new ui model training evaluation,2025-11-03 23:47:31.673910,5,6,2
TASK-0185,Create dashboard widgets,Customer-facing improvements,Low,In Progress,Deepak,AuthService,10-09-2025,28-09-2025,,"performance,ux,devops",8,,,24,5,06-10-2025,Create dashboard widgets Customer-facing improvements,create dashboard widget customer facing improvement,2025-11-01 23:47:31.673910,3,3,2
TASK-0186,Write API documentation,Frontend design and interaction,Critical,Done,Irfan,Platform,04-09-2025,08-10-2025,23-09-2025,"data,backend",24,16.0,TASK-56,100,3,02-10-2025,Write API documentation Frontend design and interaction,write api documentation frontend design interaction,2025-11-06 23:47:31.673910,8,1,0
TASK-0187,Implement caching layer,Testing and QA tasks,Low,In Progress,Irfan,Notifications,31-08-2025,04-09-2025,,"frontend,bug",40,,TASK-148,73,11,20-09-2025,Implement caching layer Testing and QA tasks,implement caching layer testing qa task,2025-11-07 23:47:31.673910,9,1,2
TASK-0188,Add feature flags,DevOps tasks for deployment,Medium,Review,Bhanu,Dashboard,28-07-2025,18-08-2025,,"ml,ux",16,,,82,2,17-08-2025,Add feature flags DevOps tasks for deployment,add feature flag devops task deployment,2025-10-31 23:47:31.673910,2,1,3
TASK-0189,Train intent classifier,Data pipeline and ETL,Medium,Review,Esha,Ops,24-07-2025,21-08-2025,,"api,bug",40,,,83,5,26-07-2025,Train intent classifier Data pipeline and ETL,train intent classifier data pipeline etl,2025-11-02 23:47:31.673910,4,6,3
TASK-0190,Build notification service,Data pipeline and ETL,Medium,Done,Bhanu,Payments,23-09-2025,21-10-2025,29-09-2025,frontend,24,27.0,TASK-102,100,3,01-10-2025,Build notification service Data pipeline and ETL,build notification service data pipeline etl,2025-10-31 23:47:31.673910,2,7,3
TASK-0191,Fix production bug - payment,Frontend design and interaction,Low,Done,Gayathri,Notifications,15-09-2025,03-10-2025,08-10-2025,"api,ml",8,9.0,TASK-9,100,14,12-10-2025,Fix production bug - payment Frontend design and interaction,fix production bug payment frontend design interaction,2025-11-03 23:47:31.673910,5,4,2
TASK-0192,Prototype new UI,Model training and evaluation,Medium,Todo,Irfan,Scheduler,31-07-2025,10-09-2025,,"ux,performance",40,,,0,15,08-10-2025,Prototype new UI Model training and evaluation,prototype new ui model training evaluation,2025-11-05 23:47:31.673910,7,5,3
TASK-0193,Write unit tests for scheduler,Backend APIs and integration,Medium,In Progress,Esha,Scheduler,06-09-2025,09-09-2025,,data,8,,,65,15,06-10-2025,Write unit tests for scheduler Backend APIs and integration,write unit test scheduler backend apis integration,2025-11-04 23:47:31.673910,6,4,3
TASK-0194,Data ingestion from 3rd-party,Detailed work on feature as per spec,High,Blocked,Jaya,Payments,14-10-2025,21-11-2025,,"devops,performance",40,,,24,12,14-10-2025,Data ingestion from 3rd-party Detailed work on feature as per spec,data ingestion rd party detailed work feature per spec,2025-11-07 23:47:31.673910,9,6,1
TASK-0195,Set up CI/CD pipeline,Backend APIs and integration,Medium,Todo,Jaya,Notifications,08-09-2025,22-10-2025,,"data,research,performance",8,,,0,3,07-10-2025,Set up CI/CD pipeline Backend APIs and integration,set ci cd pipeline backend apis integration,2025-11-03 23:47:31.673910,5,5,3
TASK-0196,Fix production bug - payment,Documentation and handover,Low,Review,Deepak,Analytics,12-10-2025,24-10-2025,,data,4,,TASK-27,78,14,12-10-2025,Fix production bug - payment Documentation and handover,fix production bug payment documentation handover,2025-10-30 23:47:31.673910,1,1,2
TASK-0197,Write unit tests for scheduler,Backend APIs and integration,Low,In Progress,Faisal,Dashboard,05-09-2025,09-10-2025,,"api,backend",16,,TASK-193,23,12,09-09-2025,Write unit tests for scheduler Backend APIs and integration,write unit test scheduler backend apis integration,2025-11-06 23:47:31.673910,8,8,2
TASK-0198,Prototype new UI,Documentation and handover,Low,Done,Esha,Dashboard,13-10-2025,23-10-2025,20-10-2025,"api,devops",4,3.0,,100,15,14-10-2025,Prototype new UI Documentation and handover,prototype new ui documentation handover,2025-11-06 23:47:31.673910,8,8,2
TASK-0199,Add feature flags,Model training and evaluation,Critical,Todo,Aisha,Platform,09-08-2025,19-08-2025,,"api,research",8,,,0,3,08-09-2025,Add feature flags Model training and evaluation,add feature flag model training evaluation,2025-10-29 23:47:31.673910,0,2,0
TASK-0200,Investigate latency issue,Performance improvements and profiling,Medium,Todo,Esha,Ops,29-09-2025,27-10-2025,,backend,4,,,0,4,10-10-2025,Investigate latency issue Performance improvements and profiling,investigate latency issue performance improvement profiling,2025-11-02 23:47:31.673910,4,7,3
TASK-0201,Conduct A/B test,Backend APIs and integration,Low,In Progress,Jaya,Analytics,26-07-2025,01-08-2025,,bug,8,,,18,7,04-09-2025,Conduct A/B test Backend APIs and integration,conduct test backend apis integration,2025-11-01 23:47:31.673910,3,5,2
TASK-0202,Prototype new UI,Testing and QA tasks,High,In Progress,Deepak,Onboarding,18-07-2025,14-08-2025,,"ml,research",4,,,61,15,11-08-2025,Prototype new UI Testing and QA tasks,prototype new ui testing qa task,2025-11-06 23:47:31.673910,8,1,1
TASK-0203,Refactor legacy code,Frontend design and interaction,Medium,In Progress,Harish,Notifications,30-07-2025,06-09-2025,,frontend,40,,TASK-76,38,14,30-07-2025,Refactor legacy code Frontend design and interaction,refactor legacy code frontend design interaction,2025-10-29 23:47:31.673910,0,3,3
TASK-0204,Conduct A/B test,DevOps tasks for deployment,Medium,Todo,Aisha,Ops,29-08-2025,10-10-2025,,bug,4,,,0,15,03-10-2025,Conduct A/B test DevOps tasks for deployment,conduct test devops task deployment,2025-11-10 23:47:31.673910,12,3,3
TASK-0205,Build notification service,Customer-facing improvements,Low,In Progress,Faisal,AuthService,02-10-2025,07-11-2025,,"frontend,backend,ml",8,,,30,6,03-10-2025,Build notification service Customer-facing improvements,build notification service customer facing improvement,2025-11-11 23:47:31.673910,13,7,2
TASK-0206,Implement auth API,Customer-facing improvements,Medium,In Progress,Harish,Platform,27-07-2025,05-09-2025,,"backend,bug",8,,,14,15,06-08-2025,Implement auth API Customer-facing improvements,implement auth api customer facing improvement,2025-11-02 23:47:31.673910,4,6,3
TASK-0207,Improve logging & monitoring,Detailed work on feature as per spec,Medium,Review,Gayathri,Analytics,07-10-2025,18-11-2025,,"data,backend",4,,,76,3,08-10-2025,Improve logging & monitoring Detailed work on feature as per spec,improve logging monitoring detailed work feature per spec,2025-11-11 23:47:31.673910,13,1,3
TASK-0208,Implement caching layer,Data pipeline and ETL,Medium,Todo,Irfan,Payments,03-08-2025,15-09-2025,,data,40,,,0,11,30-09-2025,Implement caching layer Data pipeline and ETL,implement caching layer data pipeline etl,2025-11-05 23:47:31.673910,7,2,3
TASK-0209,Migrate DB schema,Performance improvements and profiling,High,Todo,Chitra,Platform,24-08-2025,28-09-2025,,"ml,data",40,,,0,10,16-09-2025,Migrate DB schema Performance improvements and profiling,migrate db schema performance improvement profiling,2025-10-31 23:47:31.673910,2,2,1
TASK-0210,Deploy model to staging,Performance improvements and profiling,High,In Progress,Deepak,Ops,06-08-2025,22-08-2025,,"data,research",16,,,62,1,11-09-2025,Deploy model to staging Performance improvements and profiling,deploy model staging performance improvement profiling,2025-11-11 23:47:31.673910,13,1,1
TASK-0211,Fix production bug - payment,Detailed work on feature as per spec,Medium,Done,Esha,Onboarding,06-09-2025,23-09-2025,12-09-2025,"backend,research",40,44.0,,100,1,05-10-2025,Fix production bug - payment Detailed work on feature as per spec,fix production bug payment detailed work feature per spec,2025-10-31 23:47:31.673910,2,6,3
TASK-0212,Annotate training data,Frontend design and interaction,Low,In Progress,Jaya,Payments,15-09-2025,04-10-2025,,"frontend,performance",40,,,14,15,20-09-2025,Annotate training data Frontend design and interaction,annotate training data frontend design interaction,2025-10-30 23:47:31.673910,1,7,2
TASK-0213,Write API documentation,Customer-facing improvements,High,Todo,Esha,Onboarding,02-08-2025,29-08-2025,,backend,16,,,0,7,03-08-2025,Write API documentation Customer-facing improvements,write api documentation customer facing improvement,2025-11-10 23:47:31.673910,12,2,1
TASK-0214,Investigate latency issue,Performance improvements and profiling,Low,In Progress,Faisal,Platform,03-08-2025,15-08-2025,,"data,devops",8,,TASK-188,55,2,31-08-2025,Investigate latency issue Performance improvements and profiling,investigate latency issue performance improvement profiling,2025-11-09 23:47:31.673910,11,3,2
TASK-0215,Deploy model to staging,Model training and evaluation,High,Todo,Faisal,AuthService,15-08-2025,23-09-2025,,"backend,data,performance",16,,TASK-129,0,4,14-09-2025,Deploy model to staging Model training and evaluation,deploy model staging model training evaluation,2025-11-07 23:47:31.673910,9,4,1
TASK-0216,Prototype new UI,Data pipeline and ETL,Medium,Review,Deepak,Platform,28-07-2025,02-09-2025,,devops,4,,,80,2,11-08-2025,Prototype new UI Data pipeline and ETL,prototype new ui data pipeline etl,2025-11-11 23:47:31.673910,13,3,3
TASK-0217,Add feature flags,Performance improvements and profiling,Medium,In Progress,Faisal,Analytics,30-07-2025,12-09-2025,,research,8,,,61,14,04-08-2025,Add feature flags Performance improvements and profiling,add feature flag performance improvement profiling,2025-11-11 23:47:31.673910,13,8,3
TASK-0218,Optimize image processing,Data pipeline and ETL,Low,In Progress,Bhanu,AuthService,08-10-2025,26-10-2025,,"ml,research,backend",16,,,19,15,08-10-2025,Optimize image processing Data pipeline and ETL,optimize image processing data pipeline etl,2025-11-02 23:47:31.673910,4,4,2
TASK-0219,Train intent classifier,Data pipeline and ETL,High,Todo,Irfan,Platform,11-09-2025,19-10-2025,,"ux,ml",4,,,0,5,14-09-2025,Train intent classifier Data pipeline and ETL,train intent classifier data pipeline etl,2025-10-30 23:47:31.673910,1,7,1
TASK-0220,Data ingestion from 3rd-party,Data pipeline and ETL,High,Review,Aisha,ML-Pipeline,23-07-2025,26-07-2025,,performance,16,,,73,9,14-10-2025,Data ingestion from 3rd-party Data pipeline and ETL,data ingestion rd party data pipeline etl,2025-11-11 23:47:31.673910,13,3,1
TASK-0221,Evaluate model accuracy,Data pipeline and ETL,Critical,In Progress,Bhanu,Analytics,13-08-2025,23-09-2025,,"frontend,ml,devops",40,,,76,1,13-09-2025,Evaluate model accuracy Data pipeline and ETL,evaluate model accuracy data pipeline etl,2025-11-03 23:47:31.673910,5,8,0
TASK-0222,Optimize image processing,DevOps tasks for deployment,Medium,In Progress,Chitra,Onboarding,31-08-2025,25-09-2025,,"research,devops",40,,,12,12,01-09-2025,Optimize image processing DevOps tasks for deployment,optimize image processing devops task deployment,2025-11-09 23:47:31.673910,11,6,3
TASK-0223,Prototype new UI,Model training and evaluation,Low,In Progress,Gayathri,Scheduler,03-10-2025,30-10-2025,,"ux,devops,performance",8,,,59,10,10-10-2025,Prototype new UI Model training and evaluation,prototype new ui model training evaluation,2025-11-05 23:47:31.673910,7,1,2
TASK-0224,Prototype new UI,Frontend design and interaction,Low,Todo,Irfan,Payments,27-09-2025,19-10-2025,,"data,ml,performance",8,,,0,2,14-10-2025,Prototype new UI Frontend design and interaction,prototype new ui frontend design interaction,2025-11-04 23:47:31.673910,6,8,2
TASK-0225,Prototype new UI,Backend APIs and integration,Low,Done,Chitra,Onboarding,04-09-2025,03-10-2025,30-09-2025,"api,research",8,11.0,TASK-48,100,8,12-10-2025,Prototype new UI Backend APIs and integration,prototype new ui backend apis integration,2025-11-10 23:47:31.673910,12,7,2
TASK-0226,Refactor legacy code,Customer-facing improvements,Low,Todo,Aisha,Analytics,04-10-2025,06-11-2025,,data,40,,,0,15,11-10-2025,Refactor legacy code Customer-facing improvements,refactor legacy code customer facing improvement,2025-11-01 23:47:31.673910,3,3,2
TASK-0227,Build notification service,Frontend design and interaction,Low,Todo,Aisha,Notifications,23-08-2025,09-09-2025,,"devops,ux,frontend",8,,,0,10,21-09-2025,Build notification service Frontend design and interaction,build notification service frontend design interaction,2025-11-02 23:47:31.673910,4,4,2
TASK-0228,Implement role based access,Data pipeline and ETL,Medium,Blocked,Jaya,Dashboard,04-09-2025,02-10-2025,,"ux,data,backend",40,,TASK-117,33,12,06-09-2025,Implement role based access Data pipeline and ETL,implement role based access data pipeline etl,2025-11-03 23:47:31.673910,5,4,3
TASK-0229,Prototype new UI,Performance improvements and profiling,Medium,Review,Aisha,Payments,07-09-2025,08-10-2025,,"research,ux",24,,TASK-76,92,4,06-10-2025,Prototype new UI Performance improvements and profiling,prototype new ui performance improvement profiling,2025-11-03 23:47:31.673910,5,2,3
TASK-0230,Setup feature rollout,Documentation and handover,Low,In Progress,Chitra,Ops,17-07-2025,23-08-2025,,performance,24,,,8,6,13-09-2025,Setup feature rollout Documentation and handover,setup feature rollout documentation handover,2025-11-06 23:47:31.673910,8,1,2
TASK-0231,Create task scheduler,Model training and evaluation,Medium,Review,Chitra,AuthService,03-10-2025,13-10-2025,,"api,bug,frontend",40,,,89,12,11-10-2025,Create task scheduler Model training and evaluation,create task scheduler model training evaluation,2025-11-09 23:47:31.673910,11,7,3
TASK-0232,Evaluate model accuracy,Detailed work on feature as per spec,High,Done,Jaya,Scheduler,24-09-2025,06-10-2025,29-09-2025,"backend,performance,research",16,21.0,,100,3,28-09-2025,Evaluate model accuracy Detailed work on feature as per spec,evaluate model accuracy detailed work feature per spec,2025-11-01 23:47:31.673910,3,4,1
TASK-0233,Optimize DB queries,Detailed work on feature as per spec,Medium,In Progress,Harish,ML-Pipeline,12-08-2025,18-09-2025,,ux,24,,,80,14,03-10-2025,Optimize DB queries Detailed work on feature as per spec,optimize db query detailed work feature per spec,2025-10-30 23:47:31.673910,1,3,3
TASK-0234,Improve logging & monitoring,Backend APIs and integration,Medium,Todo,Irfan,Notifications,27-07-2025,08-09-2025,,"devops,backend,ml",8,,TASK-90,0,9,07-09-2025,Improve logging & monitoring Backend APIs and integration,improve logging monitoring backend apis integration,2025-11-04 23:47:31.673910,6,1,3
TASK-0235,Optimize image processing,Backend APIs and integration,Low,In Progress,Chitra,Scheduler,20-07-2025,10-08-2025,,"ux,data,ml",24,,,51,9,30-08-2025,Optimize image processing Backend APIs and integration,optimize image processing backend apis integration,2025-10-29 23:47:31.673910,0,7,2
TASK-0236,Annotate training data,Performance improvements and profiling,High,Blocked,Irfan,AuthService,07-09-2025,10-10-2025,,frontend,16,,,13,6,10-09-2025,Annotate training data Performance improvements and profiling,annotate training data performance improvement profiling,2025-11-07 23:47:31.673910,9,8,1
TASK-0237,Integrate payment gateway,Customer-facing improvements,High,Review,Bhanu,ML-Pipeline,18-07-2025,28-08-2025,,"research,performance,bug",16,,,74,15,22-09-2025,Integrate payment gateway Customer-facing improvements,integrate payment gateway customer facing improvement,2025-10-31 23:47:31.673910,2,1,1
TASK-0238,Implement caching layer,Documentation and handover,Medium,Todo,Jaya,Payments,07-09-2025,22-09-2025,,frontend,4,,,0,13,03-10-2025,Implement caching layer Documentation and handover,implement caching layer documentation handover,2025-11-06 23:47:31.673910,8,3,3
TASK-0239,Implement auth API,Testing and QA tasks,Medium,Done,Deepak,Onboarding,25-07-2025,09-08-2025,03-08-2025,"frontend,research",16,17.0,,100,10,13-09-2025,Implement auth API Testing and QA tasks,implement auth api testing qa task,2025-11-09 23:47:31.673910,11,8,3
TASK-0240,Implement caching layer,Customer-facing improvements,Medium,Todo,Chitra,Payments,02-09-2025,26-09-2025,,"api,ux,backend",8,,,0,14,28-09-2025,Implement caching layer Customer-facing improvements,implement caching layer customer facing improvement,2025-11-10 23:47:31.673910,12,8,3
TASK-0241,Optimize image processing,Detailed work on feature as per spec,High,In Progress,Faisal,Platform,07-08-2025,11-08-2025,,ux,16,,,50,8,10-08-2025,Optimize image processing Detailed work on feature as per spec,optimize image processing detailed work feature per spec,2025-10-31 23:47:31.673910,2,4,1
TASK-0242,Train intent classifier,Performance improvements and profiling,Medium,Done,Jaya,Ops,26-08-2025,09-09-2025,14-09-2025,research,16,20.0,,100,11,23-09-2025,Train intent classifier Performance improvements and profiling,train intent classifier performance improvement profiling,2025-11-11 23:47:31.673910,13,1,3
TASK-0243,Setup feature rollout,Model training and evaluation,Low,In Progress,Bhanu,Analytics,10-10-2025,25-10-2025,,api,40,,TASK-124,69,10,13-10-2025,Setup feature rollout Model training and evaluation,setup feature rollout model training evaluation,2025-11-07 23:47:31.673910,9,3,2
TASK-0244,Implement caching layer,DevOps tasks for deployment,Medium,In Progress,Bhanu,Platform,20-07-2025,31-07-2025,,backend,24,,,71,9,25-07-2025,Implement caching layer DevOps tasks for deployment,implement caching layer devops task deployment,2025-11-02 23:47:31.673910,4,7,3
TASK-0245,Add feature flags,Customer-facing improvements,High,In Progress,Aisha,AuthService,09-08-2025,23-09-2025,,"research,backend,ux",8,,,29,10,04-10-2025,Add feature flags Customer-facing improvements,add feature flag customer facing improvement,2025-11-11 23:47:31.673910,13,5,1
TASK-0246,Add feature flags,Backend APIs and integration,Low,Todo,Bhanu,Onboarding,27-07-2025,03-09-2025,,"frontend,devops,bug",40,,,0,7,17-08-2025,Add feature flags Backend APIs and integration,add feature flag backend apis integration,2025-11-04 23:47:31.673910,6,7,2
TASK-0247,Create task scheduler,Model training and evaluation,Medium,In Progress,Harish,Onboarding,28-09-2025,02-10-2025,,"backend,frontend",24,,TASK-110,55,14,09-10-2025,Create task scheduler Model training and evaluation,create task scheduler model training evaluation,2025-11-02 23:47:31.673910,4,3,3
TASK-0248,Data ingestion from 3rd-party,Testing and QA tasks,High,Review,Irfan,AuthService,16-08-2025,24-09-2025,,frontend,24,,TASK-80,85,7,25-08-2025,Data ingestion from 3rd-party Testing and QA tasks,data ingestion rd party testing qa task,2025-11-01 23:47:31.673910,3,2,1
TASK-0249,Create data backup job,Customer-facing improvements,Low,In Progress,Chitra,Analytics,03-09-2025,05-10-2025,,"backend,frontend",24,,TASK-123,64,11,11-10-2025,Create data backup job Customer-facing improvements,create data backup job customer facing improvement,2025-11-10 23:47:31.673910,12,5,2
TASK-0250,Refactor legacy code,Frontend design and interaction,Medium,In Progress,Bhanu,Analytics,04-08-2025,17-09-2025,,research,40,,,80,7,13-10-2025,Refactor legacy code Frontend design and interaction,refactor legacy code frontend design interaction,2025-11-04 23:47:31.673910,6,4,3
TASK-0251,Create dashboard widgets,Documentation and handover,Medium,In Progress,Jaya,Dashboard,20-08-2025,28-09-2025,,"data,devops",8,,,14,15,27-08-2025,Create dashboard widgets Documentation and handover,create dashboard widget documentation handover,2025-11-02 23:47:31.673910,4,5,3
TASK-0252,Refactor legacy code,Customer-facing improvements,Medium,In Progress,Harish,Scheduler,05-09-2025,03-10-2025,,ux,4,,,53,1,10-09-2025,Refactor legacy code Customer-facing improvements,refactor legacy code customer facing improvement,2025-10-30 23:47:31.673910,1,3,3
TASK-0253,Optimize DB queries,Frontend design and interaction,High,Done,Aisha,Scheduler,22-07-2025,03-08-2025,05-08-2025,"research,performance,api",8,6.0,,100,13,04-09-2025,Optimize DB queries Frontend design and interaction,optimize db query frontend design interaction,2025-11-11 23:47:31.673910,13,4,1
TASK-0254,Create task scheduler,Customer-facing improvements,Low,Done,Gayathri,Scheduler,07-09-2025,13-09-2025,12-09-2025,"backend,ux,bug",4,5.0,,100,12,27-09-2025,Create task scheduler Customer-facing improvements,create task scheduler customer facing improvement,2025-11-01 23:47:31.673910,3,1,2
TASK-0255,Migrate DB schema,Performance improvements and profiling,Medium,In Progress,Deepak,Scheduler,15-08-2025,26-08-2025,,data,24,,,51,9,09-10-2025,Migrate DB schema Performance improvements and profiling,migrate db schema performance improvement profiling,2025-11-08 23:47:31.673910,10,8,3
TASK-0256,Add feature flags,Frontend design and interaction,Low,Todo,Aisha,Scheduler,13-08-2025,27-09-2025,,"ml,frontend",8,,,0,13,05-09-2025,Add feature flags Frontend design and interaction,add feature flag frontend design interaction,2025-11-08 23:47:31.673910,10,2,2
TASK-0257,Improve logging & monitoring,DevOps tasks for deployment,Medium,Done,Gayathri,Analytics,16-09-2025,30-09-2025,29-09-2025,"backend,api,devops",40,34.0,,100,1,04-10-2025,Improve logging & monitoring DevOps tasks for deployment,improve logging monitoring devops task deployment,2025-11-04 23:47:31.673910,6,8,3
TASK-0258,Write API documentation,Testing and QA tasks,Low,In Progress,Bhanu,Scheduler,08-08-2025,28-08-2025,,"data,frontend",40,,,16,2,16-09-2025,Write API documentation Testing and QA tasks,write api documentation testing qa task,2025-11-09 23:47:31.673910,11,5,2
TASK-0259,Fix production bug - payment,Detailed work on feature as per spec,Critical,In Progress,Aisha,ML-Pipeline,17-08-2025,21-09-2025,,"ux,bug",24,,,42,1,30-09-2025,Fix production bug - payment Detailed work on feature as per spec,fix production bug payment detailed work feature per spec,2025-11-01 23:47:31.673910,3,2,0
TASK-0260,Optimize image processing,Customer-facing improvements,High,Review,Jaya,Notifications,07-10-2025,19-11-2025,,"ux,ml",40,,TASK-150,79,2,09-10-2025,Optimize image processing Customer-facing improvements,optimize image processing customer facing improvement,2025-11-02 23:47:31.673910,4,7,1
TASK-0261,User research interviews,Backend APIs and integration,High,In Progress,Chitra,Ops,09-09-2025,29-09-2025,,"backend,frontend",40,,TASK-78,62,8,24-09-2025,User research interviews Backend APIs and integration,user research interview backend apis integration,2025-11-11 23:47:31.673910,13,4,1
TASK-0262,Write API documentation,Frontend design and interaction,High,Done,Faisal,AuthService,26-09-2025,06-11-2025,05-10-2025,"performance,ux",8,10.0,,100,11,27-09-2025,Write API documentation Frontend design and interaction,write api documentation frontend design interaction,2025-10-30 23:47:31.673910,1,8,1
TASK-0263,Investigate latency issue,Model training and evaluation,High,Todo,Chitra,ML-Pipeline,24-08-2025,26-09-2025,,"api,data",8,,,0,4,26-09-2025,Investigate latency issue Model training and evaluation,investigate latency issue model training evaluation,2025-11-05 23:47:31.673910,7,2,1
TASK-0264,Create data backup job,Performance improvements and profiling,Low,Done,Harish,Dashboard,20-07-2025,12-08-2025,05-08-2025,"backend,frontend,bug",24,29.0,,100,8,01-08-2025,Create data backup job Performance improvements and profiling,create data backup job performance improvement profiling,2025-11-05 23:47:31.673910,7,6,2
TASK-0265,Set up CI/CD pipeline,Customer-facing improvements,Medium,Blocked,Deepak,Ops,20-09-2025,26-10-2025,,"ml,bug",40,,TASK-5,26,3,06-10-2025,Set up CI/CD pipeline Customer-facing improvements,set ci cd pipeline customer facing improvement,2025-11-11 23:47:31.673910,13,2,3
TASK-0266,Integrate payment gateway,Documentation and handover,Medium,Review,Esha,Payments,10-10-2025,14-10-2025,,"frontend,backend,devops",40,,,72,4,13-10-2025,Integrate payment gateway Documentation and handover,integrate payment gateway documentation handover,2025-11-01 23:47:31.673910,3,2,3
TASK-0267,Add feature flags,Customer-facing improvements,High,Todo,Bhanu,Scheduler,12-09-2025,03-10-2025,,"frontend,api",16,,,0,2,29-09-2025,Add feature flags Customer-facing improvements,add feature flag customer facing improvement,2025-11-09 23:47:31.673910,11,7,1
TASK-0268,Conduct A/B test,Detailed work on feature as per spec,Medium,In Progress,Aisha,Notifications,11-09-2025,25-09-2025,,"frontend,api",8,,,27,3,20-09-2025,Conduct A/B test Detailed work on feature as per spec,conduct test detailed work feature per spec,2025-11-05 23:47:31.673910,7,1,3
TASK-0269,Prototype new UI,Performance improvements and profiling,Low,Review,Harish,Notifications,01-10-2025,06-10-2025,,frontend,40,,,70,4,11-10-2025,Prototype new UI Performance improvements and profiling,prototype new ui performance improvement profiling,2025-11-03 23:47:31.673910,5,6,2
TASK-0270,Investigate latency issue,Detailed work on feature as per spec,Critical,Review,Esha,Scheduler,17-07-2025,10-08-2025,,"ux,backend",40,,,85,12,25-07-2025,Investigate latency issue Detailed work on feature as per spec,investigate latency issue detailed work feature per spec,2025-11-09 23:47:31.673910,11,3,0
TASK-0271,Prototype new UI,Data pipeline and ETL,Low,Done,Harish,AuthService,03-08-2025,09-09-2025,25-08-2025,"research,performance",4,4.0,,100,10,13-08-2025,Prototype new UI Data pipeline and ETL,prototype new ui data pipeline etl,2025-11-04 23:47:31.673910,6,6,2
TASK-0272,Setup feature rollout,Documentation and handover,High,In Progress,Deepak,Scheduler,05-08-2025,10-08-2025,,"devops,research",24,,,50,14,29-08-2025,Setup feature rollout Documentation and handover,setup feature rollout documentation handover,2025-11-11 23:47:31.673910,13,4,1
TASK-0273,Build notification service,Detailed work on feature as per spec,Low,Review,Jaya,Payments,13-08-2025,09-09-2025,,data,16,,,70,10,20-08-2025,Build notification service Detailed work on feature as per spec,build notification service detailed work feature per spec,2025-11-08 23:47:31.673910,10,6,2
TASK-0274,Train intent classifier,Detailed work on feature as per spec,Medium,Todo,Irfan,ML-Pipeline,20-07-2025,26-08-2025,,ux,8,,,0,15,11-10-2025,Train intent classifier Detailed work on feature as per spec,train intent classifier detailed work feature per spec,2025-11-10 23:47:31.673910,12,5,3
TASK-0275,Design user onboarding flow,Documentation and handover,Critical,Review,Deepak,Scheduler,13-10-2025,27-10-2025,,"backend,research,frontend",24,,,72,3,14-10-2025,Design user onboarding flow Documentation and handover,design user onboarding flow documentation handover,2025-11-01 23:47:31.673910,3,3,0
TASK-0276,Fix production bug - payment,Customer-facing improvements,Low,Done,Gayathri,Analytics,20-07-2025,17-08-2025,09-08-2025,ux,40,29.0,,100,5,31-08-2025,Fix production bug - payment Customer-facing improvements,fix production bug payment customer facing improvement,2025-11-08 23:47:31.673910,10,4,2
TASK-0277,Create task scheduler,Backend APIs and integration,Low,Blocked,Chitra,Analytics,05-08-2025,18-08-2025,,"devops,backend",8,,TASK-193,31,2,05-08-2025,Create task scheduler Backend APIs and integration,create task scheduler backend apis integration,2025-11-06 23:47:31.673910,8,1,2
TASK-0278,Design user onboarding flow,Frontend design and interaction,Critical,Review,Jaya,Notifications,22-08-2025,24-09-2025,,"ml,devops,ux",16,,,77,1,29-09-2025,Design user onboarding flow Frontend design and interaction,design user onboarding flow frontend design interaction,2025-11-01 23:47:31.673910,3,7,0
TASK-0279,Create dashboard widgets,Documentation and handover,Medium,Todo,Esha,Analytics,22-08-2025,25-08-2025,,"devops,ux,frontend",40,,,0,7,20-09-2025,Create dashboard widgets Documentation and handover,create dashboard widget documentation handover,2025-11-02 23:47:31.673910,4,1,3
